ID_Estudiante;Nombres;Apellidos;Carrera;Facultad;Edad;Genero;Promedio_Acumulado;Asistencia_Promedio;Modalidad_Estudio;Beca;Horas_Trabajo_Semanal;Apoyo_Familiar;Actividad_Extracurricular;Satisfaccion_Programa;Estado_Mental;Creditos_Inscritos;Ha_Desertado;Razon_Desercion;Riesgo_Desercion_2025;Probabilidad_Desercion_2025
AS2024624;Jorge Ana;Torres Díaz;Comunicación Social;Humanidades;20;Otro;4.93;94.63;Presencial;Parcial;30;Alto;Deporte;Media;Regular;18;No;No Aplica;Bajo Riesgo;0.390907613
AZ2024625;Jorge Ana;Hernández González;Diseño Gráfico;Artes y Diseño;29;Masculino;3.36;70.46;Presencial;Parcial;20;Bajo;Ninguna;Alta;Regular;21;No;No Aplica;Medio Riesgo;0.426995702
JZ2024626;Carlos Jorge;Díaz Ramírez;Economía;Ciencias Económicas;21;Femenino;3.46;77.01;Mixta;Completa;30;Alto;Voluntariado;Alta;Bueno;21;Sí;Falta de Motivación;Medio Riesgo;0.533403532
VS2024627;Carlos Valeria;Torres González;Economía;Ciencias Económicas;21;Masculino;3.9;68.88;Presencial;Ninguna;40;Alto;Deporte;Alta;Regular;21;No;No Aplica;Medio Riesgo;0.454919358
JZ2024628;Valeria Jorge;Hernández Díaz;Contabilidad;Ciencias Económicas;21;Otro;2.94;55.82;Mixta;Completa;20;Medio;Ninguna;Media;Regular;21;No;No Aplica;Medio Riesgo;0.559214088
LZ2024629;Laura Laura;Pérez Martínez;Diseño Gráfico;Artes y Diseño;20;Otro;2.36;93.38;Virtual;Ninguna;10;Alto;Deporte;Media;Regular;21;No;No Aplica;Medio Riesgo;0.446148756
DZ2024630;Carlos Diego;Ramírez Flores;Arquitectura;Artes y Diseño;24;Masculino;3.57;62.25;Virtual;Ninguna;30;Bajo;Deporte;Media;Bueno;12;Sí;Problemas de Salud;Medio Riesgo;0.584638748
CS2024631;María Carlos;Torres Ramírez;Psicología;Humanidades;25;Otro;3.82;89.37;Presencial;Beca deportiva;10;Bajo;Deporte;Alta;Regular;18;No;No Aplica;Bajo Riesgo;0.373594536
LZ2024632;Ana Luis;Gómez Hernández;Contabilidad;Ciencias Económicas;27;Femenino;2.17;53.84;Mixta;Ninguna;10;Medio;Club Académico;Alta;Regular;21;No;No Aplica;Medio Riesgo;0.520555279
DS2024633;Lucía Diego;Torres González;Comunicación Social;Humanidades;23;Femenino;4.95;91.94;Mixta;Ninguna;40;Medio;Arte;Baja;Regular;21;No;No Aplica;Bajo Riesgo;0.383718896
LZ2024634;Sofía Luis;Martínez Pérez;Derecho;Ciencias Jurídicas;25;Femenino;3.08;79.85;Virtual;Ninguna;0;Medio;Arte;Alta;Bueno;12;No;No Aplica;Medio Riesgo;0.495618549
LZ2024635;Diego Luis;Martínez Torres;Arquitectura;Artes y Diseño;22;Otro;2.41;55.62;Presencial;Ninguna;40;Bajo;Ninguna;Media;Malo;21;No;No Aplica;Medio Riesgo;0.610466217
DZ2024636;María Diego;Pérez Flores;Contabilidad;Ciencias Económicas;30;Otro;2.65;88.91;Virtual;Parcial;30;Medio;Ninguna;Alta;Malo;18;No;No Aplica;Medio Riesgo;0.429993352
PZ2024637;Jorge Pedro;Díaz Díaz;Contabilidad;Ciencias Económicas;26;Femenino;3.85;87.43;Mixta;Parcial;30;Alto;Voluntariado;Alta;Bueno;18;No;No Aplica;Medio Riesgo;0.472570261
PZ2024638;Diego Pedro;Hernández Torres;Comunicación Social;Humanidades;19;Masculino;3.63;76.13;Mixta;Parcial;30;Bajo;Arte;Baja;Bueno;18;Sí;Carga Académica;Medio Riesgo;0.55979526
JZ2024639;Carlos Juan;Rodríguez Ramírez;Psicología;Humanidades;26;Otro;2.68;76.81;Presencial;Completa;30;Medio;Club Académico;Alta;Regular;18;No;No Aplica;Medio Riesgo;0.444510783
LZ2024640;María Luis;Rodríguez Torres;Arquitectura;Artes y Diseño;25;Otro;2.33;68.32;Virtual;Ninguna;30;Alto;Club Académico;Alta;Regular;15;No;No Aplica;Medio Riesgo;0.470851036
DS2024641;Luis Diego;Flores González;Derecho;Ciencias Jurídicas;19;Otro;2.02;96.69;Mixta;Ninguna;10;Bajo;Arte;Baja;Regular;15;No;No Aplica;Medio Riesgo;0.448335667
LZ2024642;Carlos Lucía;Pérez Hernández;Ingeniería de Sistemas;Ingeniería;24;Femenino;2.62;98.04;Virtual;Ninguna;40;Bajo;Ninguna;Alta;Malo;15;No;No Aplica;Medio Riesgo;0.430259035
JZ2024643;María Juan;Martínez Torres;Psicología;Humanidades;26;Otro;3.87;67.47;Mixta;Ninguna;40;Medio;Voluntariado;Media;Bueno;18;No;No Aplica;Medio Riesgo;0.575070947
SS2024644;Valeria Sofía;Torres Flores;Administración de Empresas;Ciencias Económicas;20;Femenino;4.84;55.49;Mixta;Ninguna;30;Alto;Deporte;Alta;Bueno;21;No;No Aplica;Medio Riesgo;0.562871914
PZ2024645;María Pedro;Díaz Pérez;Diseño Gráfico;Artes y Diseño;22;Masculino;4.85;64.35;Mixta;Ninguna;40;Bajo;Club Académico;Media;Malo;21;No;No Aplica;Medio Riesgo;0.528925597
JZ2024646;Jorge Jorge;Rodríguez Rodríguez;Contabilidad;Ciencias Económicas;29;Otro;2.64;75.65;Virtual;Completa;40;Alto;Voluntariado;Media;Malo;12;No;No Aplica;Medio Riesgo;0.50996017
CZ2024647;Laura Carlos;Rodríguez Hernández;Medicina;Ciencias de la Salud;29;Femenino;4.33;75.04;Presencial;Beca académica;40;Bajo;Voluntariado;Media;Bueno;18;No;No Aplica;Medio Riesgo;0.519481178
VZ2024648;Diego Valeria;González Flores;Ingeniería de Sistemas;Ingeniería;18;Femenino;3.74;99.51;Virtual;Beca académica;30;Bajo;Deporte;Alta;Malo;12;No;No Aplica;Medio Riesgo;0.416114618
LS2024649;María Laura;Torres Flores;Biología;Ciencias de la Salud;18;Femenino;3.07;51.32;Virtual;Ninguna;30;Alto;Ninguna;Media;Bueno;15;Sí;Trabajo;Medio Riesgo;0.648251079
CZ2024650;María Carlos;Hernández Martínez;Biología;Ciencias de la Salud;18;Femenino;4.25;70.8;Virtual;Ninguna;20;Alto;Arte;Media;Bueno;15;No;No Aplica;Medio Riesgo;0.5598585
LZ2024651;Diego Luis;Rodríguez Díaz;Diseño Gráfico;Artes y Diseño;27;Femenino;4.25;54.21;Mixta;Ninguna;40;Medio;Arte;Alta;Malo;12;No;No Aplica;Medio Riesgo;0.519358283
DZ2024652;Jorge Diego;Martínez Gómez;Comunicación Social;Humanidades;29;Otro;2.74;61.22;Virtual;Ninguna;0;Medio;Arte;Baja;Bueno;15;No;No Aplica;Medio Riesgo;0.561490219
PZ2024653;Ana Pedro;Hernández Rodríguez;Biología;Ciencias de la Salud;27;Femenino;2.04;94.53;Mixta;Ninguna;40;Alto;Deporte;Media;Malo;12;Sí;Falta de Motivación;Medio Riesgo;0.494367706
LZ2024654;Juan Laura;Martínez Hernández;Derecho;Ciencias Jurídicas;17;Masculino;4.51;79.19;Mixta;Parcial;30;Bajo;Voluntariado;Baja;Malo;15;Sí;Problemas de Salud;Medio Riesgo;0.49201697
AZ2024655;Carlos Ana;Hernández Gómez;Comunicación Social;Humanidades;21;Otro;2.48;74.17;Presencial;Parcial;0;Medio;Voluntariado;Media;Regular;18;No;No Aplica;Medio Riesgo;0.502369372
CZ2024656;María Carlos;Pérez Gómez;Psicología;Humanidades;28;Femenino;3.5;58.19;Mixta;Ninguna;0;Alto;Voluntariado;Baja;Regular;15;No;No Aplica;Medio Riesgo;0.478728532
LZ2024657;María Laura;González Flores;Arquitectura;Artes y Diseño;19;Femenino;4.81;78.65;Presencial;Ninguna;0;Medio;Deporte;Alta;Bueno;15;No;No Aplica;Medio Riesgo;0.484343626
MZ2024658;Jorge María;Gómez Rodríguez;Medicina;Ciencias de la Salud;29;Otro;4.92;57.94;Virtual;Parcial;40;Alto;Deporte;Baja;Regular;21;No;No Aplica;Medio Riesgo;0.4385812
VZ2024659;Diego Valeria;Gómez Hernández;Ingeniería Civil;Ingeniería;21;Femenino;2.15;58.05;Virtual;Parcial;20;Medio;Ninguna;Media;Malo;21;Sí;Problemas Familiares;Medio Riesgo;0.600881438
PZ2024660;Sofía Pedro;Ramírez Torres;Ingeniería Civil;Ingeniería;22;Otro;3.06;96.64;Mixta;Ninguna;30;Bajo;Voluntariado;Alta;Bueno;18;No;No Aplica;Medio Riesgo;0.484864767
LZ2024661;Lucía Luis;Hernández Rodríguez;Ingeniería Civil;Ingeniería;19;Otro;2.7;97.99;Virtual;Parcial;30;Alto;Deporte;Baja;Malo;12;No;No Aplica;Medio Riesgo;0.460455483
AS2024662;Luis Ana;Flores Pérez;Diseño Gráfico;Artes y Diseño;22;Femenino;2.44;61.43;Presencial;Parcial;10;Alto;Voluntariado;Media;Malo;12;Sí;Problemas Familiares;Medio Riesgo;0.579588633
CZ2024663;Ana Carlos;González Hernández;Enfermería;Ciencias de la Salud;30;Femenino;4.58;66.41;Virtual;Ninguna;40;Bajo;Deporte;Alta;Regular;21;No;No Aplica;Medio Riesgo;0.403237845
LZ2024664;María Luis;González Rodríguez;Ingeniería Civil;Ingeniería;27;Otro;3.72;72.6;Presencial;Parcial;20;Medio;Voluntariado;Baja;Bueno;18;Sí;Problemas de Salud;Medio Riesgo;0.526116975
CZ2024665;Valeria Carlos;Rodríguez González;Ingeniería de Sistemas;Ingeniería;18;Otro;4.04;98.88;Presencial;Ninguna;20;Medio;Arte;Alta;Malo;12;No;No Aplica;Medio Riesgo;0.41549407
DZ2024666;Pedro Diego;Rodríguez Pérez;Administración de Empresas;Ciencias Económicas;30;Masculino;4.59;52.41;Virtual;Parcial;20;Alto;Club Académico;Baja;Malo;15;Sí;Trabajo;Medio Riesgo;0.494570115
MS2024667;Juan María;Torres Díaz;Psicología;Humanidades;30;Femenino;4.68;78.33;Presencial;Beca deportiva;40;Medio;Club Académico;Baja;Bueno;21;No;No Aplica;Medio Riesgo;0.479817011
LS2024668;Juan Lucía;Flores Ramírez;Diseño Gráfico;Artes y Diseño;30;Otro;2.56;99.19;Presencial;Beca académica;0;Alto;Arte;Media;Bueno;12;No;No Aplica;Medio Riesgo;0.474187898
LZ2024669;Lucía Laura;Martínez Hernández;Administración de Empresas;Ciencias Económicas;26;Femenino;3.33;58.07;Mixta;Ninguna;30;Medio;Arte;Media;Bueno;15;No;No Aplica;Medio Riesgo;0.611593831
AZ2024670;María Ana;González Hernández;Administración de Empresas;Ciencias Económicas;24;Femenino;4.53;76.17;Mixta;Parcial;0;Medio;Voluntariado;Media;Regular;21;No;No Aplica;Medio Riesgo;0.437469436
JZ2024671;Luis Jorge;Martínez Flores;Administración de Empresas;Ciencias Económicas;24;Masculino;4.67;78.59;Presencial;Beca académica;30;Alto;Ninguna;Baja;Malo;18;Sí;Problemas Económicos;Medio Riesgo;0.451930156
VS2024672;Carlos Valeria;Flores Martínez;Diseño Gráfico;Artes y Diseño;28;Femenino;2.09;54.33;Presencial;Ninguna;40;Bajo;Deporte;Alta;Regular;18;No;No Aplica;Medio Riesgo;0.519889104
AZ2024673;Valeria Ana;Gómez González;Psicología;Humanidades;28;Femenino;4.99;98.08;Presencial;Completa;40;Bajo;Arte;Alta;Malo;12;No;No Aplica;Bajo Riesgo;0.361417057
MZ2024674;Valeria María;Hernández Gómez;Biología;Ciencias de la Salud;18;Masculino;4.54;83.56;Virtual;Ninguna;0;Bajo;Club Académico;Alta;Bueno;15;No;No Aplica;Medio Riesgo;0.471605238
LZ2024675;María Lucía;Pérez Gómez;Contabilidad;Ciencias Económicas;19;Masculino;2.53;67.48;Presencial;Ninguna;10;Medio;Arte;Baja;Regular;15;No;No Aplica;Medio Riesgo;0.514007918
MZ2024676;Pedro María;Gómez Ramírez;Arquitectura;Artes y Diseño;26;Masculino;2.91;60.63;Virtual;Ninguna;10;Bajo;Arte;Media;Malo;12;No;No Aplica;Medio Riesgo;0.548097475
AZ2024677;María Ana;Díaz Martínez;Comunicación Social;Humanidades;17;Otro;3.93;58.76;Virtual;Ninguna;30;Medio;Arte;Media;Malo;12;No;No Aplica;Medio Riesgo;0.571973197
LZ2024678;Ana Luis;Gómez Pérez;Medicina;Ciencias de la Salud;22;Otro;4.75;98.05;Virtual;Ninguna;40;Bajo;Deporte;Alta;Malo;18;No;No Aplica;Bajo Riesgo;0.382753742
AZ2024679;Carlos Ana;Pérez Flores;Biología;Ciencias de la Salud;25;Femenino;3.48;69.71;Mixta;Ninguna;0;Bajo;Arte;Media;Bueno;15;No;No Aplica;Medio Riesgo;0.564841962
AZ2024680;Carlos Ana;Gómez Rodríguez;Psicología;Humanidades;26;Femenino;4.57;50.15;Presencial;Ninguna;10;Medio;Deporte;Media;Bueno;15;No;No Aplica;Medio Riesgo;0.58652368
LZ2024681;Diego Luis;Ramírez Rodríguez;Diseño Gráfico;Artes y Diseño;19;Otro;3.81;92.05;Virtual;Ninguna;10;Medio;Deporte;Alta;Bueno;15;No;No Aplica;Medio Riesgo;0.468519976
LZ2024682;Sofía Lucía;González Pérez;Diseño Gráfico;Artes y Diseño;28;Femenino;2.06;74.45;Virtual;Ninguna;0;Bajo;Voluntariado;Media;Bueno;21;No;No Aplica;Medio Riesgo;0.561800003
SZ2024683;Laura Sofía;Hernández Pérez;Enfermería;Ciencias de la Salud;25;Femenino;2.83;85.64;Virtual;Ninguna;30;Medio;Deporte;Media;Bueno;18;No;No Aplica;Medio Riesgo;0.53496893
SZ2024684;María Sofía;Martínez González;Ingeniería Civil;Ingeniería;25;Femenino;3.93;60.7;Presencial;Beca académica;40;Medio;Deporte;Media;Regular;21;Sí;Problemas de Salud;Medio Riesgo;0.50312849
AZ2024685;Sofía Ana;Hernández Hernández;Arquitectura;Artes y Diseño;22;Masculino;3.74;78.01;Virtual;Ninguna;30;Medio;Club Académico;Media;Regular;12;No;No Aplica;Medio Riesgo;0.45798555
MZ2024686;Ana María;Díaz Flores;Economía;Ciencias Económicas;29;Otro;4.78;94.41;Presencial;Ninguna;0;Bajo;Arte;Baja;Bueno;18;No;No Aplica;Medio Riesgo;0.416577943
CZ2024687;María Carlos;Gómez Flores;Contabilidad;Ciencias Económicas;27;Otro;2.21;54.05;Presencial;Ninguna;20;Bajo;Club Académico;Alta;Bueno;18;Sí;Problemas Económicos;Medio Riesgo;0.598937934
SZ2024688;Juan Sofía;Hernández Díaz;Administración de Empresas;Ciencias Económicas;25;Otro;2.72;75.25;Virtual;Ninguna;10;Alto;Ninguna;Media;Bueno;15;No;No Aplica;Medio Riesgo;0.555932367
VZ2024689;Valeria Valeria;Ramírez Rodríguez;Administración de Empresas;Ciencias Económicas;28;Masculino;3.68;87.02;Virtual;Ninguna;20;Bajo;Arte;Alta;Malo;12;No;No Aplica;Medio Riesgo;0.410274998
SZ2024690;Valeria Sofía;Hernández Pérez;Medicina;Ciencias de la Salud;20;Masculino;4.5;77.99;Presencial;Parcial;30;Bajo;Voluntariado;Media;Bueno;18;Sí;Problemas Familiares;Medio Riesgo;0.538140157
CZ2024691;Carlos Carlos;Rodríguez Gómez;Comunicación Social;Humanidades;28;Femenino;2.02;53.36;Presencial;Ninguna;40;Bajo;Ninguna;Alta;Bueno;15;Sí;Problemas Económicos;Medio Riesgo;0.609763008
JZ2024692;Carlos Juan;Pérez Díaz;Economía;Ciencias Económicas;29;Otro;2.75;97.3;Virtual;Ninguna;40;Bajo;Club Académico;Alta;Regular;18;No;No Aplica;Bajo Riesgo;0.368171558
CZ2024693;Carlos Carlos;Ramírez Martínez;Medicina;Ciencias de la Salud;29;Otro;2.49;90.45;Presencial;Ninguna;10;Medio;Deporte;Baja;Malo;18;No;No Aplica;Medio Riesgo;0.451642092
VZ2024694;Pedro Valeria;Rodríguez Martínez;Ingeniería de Sistemas;Ingeniería;27;Otro;4.15;52.95;Presencial;Parcial;20;Bajo;Voluntariado;Alta;Bueno;12;Sí;Falta de Motivación;Medio Riesgo;0.55115656
SZ2024695;Laura Sofía;Martínez Pérez;Biología;Ciencias de la Salud;18;Otro;4.77;86.73;Mixta;Completa;20;Alto;Arte;Media;Malo;15;Sí;Carga Académica;Medio Riesgo;0.471614237
LZ2024696;Luis Laura;González Rodríguez;Arquitectura;Artes y Diseño;21;Femenino;4.93;74.09;Virtual;Ninguna;20;Alto;Arte;Baja;Regular;21;No;No Aplica;Medio Riesgo;0.415468031
LZ2024697;Valeria Luis;Gómez Torres;Ingeniería Civil;Ingeniería;30;Femenino;4.26;85.26;Virtual;Ninguna;30;Medio;Club Académico;Alta;Malo;15;No;No Aplica;Bajo Riesgo;0.398356737
VZ2024698;Ana Valeria;Pérez Torres;Ingeniería de Sistemas;Ingeniería;18;Otro;3.74;65.34;Mixta;Ninguna;20;Medio;Ninguna;Alta;Regular;15;No;No Aplica;Medio Riesgo;0.484902587
VZ2024699;Laura Valeria;Pérez Pérez;Biología;Ciencias de la Salud;25;Femenino;3.82;54.7;Mixta;Ninguna;0;Medio;Voluntariado;Media;Regular;21;No;No Aplica;Medio Riesgo;0.514909315
JZ2024700;Laura Juan;González Hernández;Medicina;Ciencias de la Salud;22;Femenino;3.23;77.26;Presencial;Parcial;10;Alto;Voluntariado;Baja;Regular;15;No;No Aplica;Medio Riesgo;0.450843329
MZ2024701;Laura María;Pérez Gómez;Comunicación Social;Humanidades;26;Otro;2.36;61.06;Mixta;Ninguna;10;Alto;Club Académico;Alta;Regular;12;Sí;Carga Académica;Medio Riesgo;0.494423082
VZ2024702;Jorge Valeria;Díaz Ramírez;Derecho;Ciencias Jurídicas;24;Otro;2.13;54.09;Presencial;Parcial;30;Medio;Arte;Baja;Malo;18;No;No Aplica;Medio Riesgo;0.594392833
SS2024703;Lucía Sofía;Flores Flores;Ingeniería de Sistemas;Ingeniería;29;Femenino;3.04;73.81;Presencial;Ninguna;30;Medio;Club Académico;Alta;Malo;15;Sí;Carga Académica;Medio Riesgo;0.474868965
PZ2024704;Valeria Pedro;Díaz Díaz;Diseño Gráfico;Artes y Diseño;27;Femenino;4.61;89.58;Presencial;Ninguna;20;Alto;Arte;Media;Bueno;18;No;No Aplica;Medio Riesgo;0.467380339
SS2024705;Sofía Sofía;Torres Martínez;Enfermería;Ciencias de la Salud;30;Otro;4.58;97.69;Mixta;Parcial;30;Alto;Ninguna;Baja;Regular;12;No;No Aplica;Bajo Riesgo;0.344023378
LZ2024706;Ana Luis;Hernández Hernández;Administración de Empresas;Ciencias Económicas;19;Masculino;2.65;86.7;Virtual;Parcial;40;Bajo;Arte;Media;Regular;18;No;No Aplica;Medio Riesgo;0.475945724
CZ2024707;Valeria Carlos;Martínez Díaz;Ingeniería de Sistemas;Ingeniería;30;Femenino;3.16;81.73;Virtual;Ninguna;0;Alto;Deporte;Media;Malo;18;Sí;Trabajo;Medio Riesgo;0.457935657
PS2024708;Lucía Pedro;Flores González;Diseño Gráfico;Artes y Diseño;30;Otro;4.55;80.64;Virtual;Ninguna;0;Bajo;Ninguna;Baja;Malo;18;No;No Aplica;Medio Riesgo;0.408050079
LZ2024709;Luis Lucía;Pérez Hernández;Biología;Ciencias de la Salud;27;Otro;4.98;79.15;Virtual;Ninguna;30;Alto;Arte;Baja;Malo;12;No;No Aplica;Medio Riesgo;0.422732039
VZ2024710;Lucía Valeria;Rodríguez Ramírez;Derecho;Ciencias Jurídicas;26;Femenino;2.93;50.7;Mixta;Beca deportiva;0;Alto;Voluntariado;Baja;Bueno;15;No;No Aplica;Medio Riesgo;0.609089925
SZ2024711;Luis Sofía;Martínez Hernández;Contabilidad;Ciencias Económicas;18;Masculino;2.69;77.38;Mixta;Parcial;10;Medio;Ninguna;Alta;Regular;21;No;No Aplica;Medio Riesgo;0.47388355
JZ2024712;Carlos Juan;Díaz Díaz;Ingeniería de Sistemas;Ingeniería;20;Masculino;3.32;95.02;Mixta;Ninguna;20;Bajo;Club Académico;Baja;Bueno;21;No;No Aplica;Medio Riesgo;0.505154513
MS2024713;Carlos María;Flores González;Medicina;Ciencias de la Salud;19;Femenino;3.12;88.16;Virtual;Parcial;10;Medio;Deporte;Baja;Regular;12;No;No Aplica;Medio Riesgo;0.430516671
LZ2024714;Sofía Lucía;Pérez Díaz;Ingeniería Civil;Ingeniería;18;Otro;4.13;67.57;Mixta;Beca deportiva;30;Alto;Ninguna;Baja;Regular;21;No;No Aplica;Medio Riesgo;0.486701127
VZ2024715;Juan Valeria;Díaz González;Comunicación Social;Humanidades;23;Femenino;3.93;98;Virtual;Beca académica;20;Bajo;Club Académico;Alta;Regular;18;No;No Aplica;Bajo Riesgo;0.35163251
AZ2024716;María Ana;Ramírez Gómez;Arquitectura;Artes y Diseño;19;Masculino;2.66;87.14;Presencial;Ninguna;30;Bajo;Ninguna;Baja;Regular;15;No;No Aplica;Medio Riesgo;0.459419779
LZ2024717;Juan Laura;Martínez Hernández;Comunicación Social;Humanidades;27;Masculino;4.11;72.27;Virtual;Ninguna;0;Alto;Club Académico;Alta;Regular;21;No;No Aplica;Bajo Riesgo;0.39283659
PZ2024718;Pedro Pedro;Martínez Gómez;Enfermería;Ciencias de la Salud;17;Masculino;2.78;72.29;Virtual;Ninguna;20;Bajo;Voluntariado;Media;Regular;15;No;No Aplica;Medio Riesgo;0.514310218
VS2024719;Valeria Valeria;Torres Díaz;Derecho;Ciencias Jurídicas;28;Masculino;3.95;70.78;Mixta;Ninguna;40;Alto;Ninguna;Baja;Bueno;21;No;No Aplica;Medio Riesgo;0.533172382
JZ2024720;Juan Jorge;Pérez Rodríguez;Diseño Gráfico;Artes y Diseño;24;Femenino;3.5;68.41;Virtual;Beca deportiva;0;Bajo;Deporte;Media;Bueno;15;No;No Aplica;Medio Riesgo;0.556811453
DZ2024721;Juan Diego;Díaz Martínez;Medicina;Ciencias de la Salud;30;Otro;2.25;62.46;Virtual;Ninguna;10;Bajo;Arte;Media;Malo;12;Sí;Problemas de Salud;Medio Riesgo;0.544519561
CZ2024722;Lucía Carlos;Pérez González;Medicina;Ciencias de la Salud;26;Otro;2.07;60.29;Mixta;Beca académica;0;Alto;Arte;Alta;Regular;12;No;No Aplica;Medio Riesgo;0.500365742
LZ2024723;Jorge Laura;Gómez Pérez;Biología;Ciencias de la Salud;22;Masculino;2.06;83.63;Virtual;Ninguna;0;Medio;Arte;Baja;Regular;18;Sí;Trabajo;Medio Riesgo;0.455793624
VZ2024724;Laura Valeria;Ramírez Gómez;Enfermería;Ciencias de la Salud;25;Femenino;2.23;61.13;Presencial;Ninguna;10;Medio;Arte;Baja;Bueno;12;Sí;Carga Académica;Medio Riesgo;0.602121792
VS2024725;Jorge Valeria;Flores Gómez;Biología;Ciencias de la Salud;28;Masculino;2.52;86.77;Virtual;Beca académica;30;Bajo;Voluntariado;Media;Malo;18;Sí;Trabajo;Medio Riesgo;0.482602023
LS2024726;Carlos Lucía;Torres Ramírez;Ingeniería de Sistemas;Ingeniería;25;Femenino;2.93;69.26;Mixta;Ninguna;10;Medio;Deporte;Alta;Malo;18;No;No Aplica;Medio Riesgo;0.506599064
JZ2024727;Sofía Jorge;Rodríguez Martínez;Medicina;Ciencias de la Salud;28;Otro;3.9;73.4;Mixta;Completa;10;Medio;Ninguna;Alta;Malo;18;No;No Aplica;Medio Riesgo;0.456550487
LZ2024728;Laura Lucía;Pérez Gómez;Biología;Ciencias de la Salud;29;Masculino;2.72;87.81;Presencial;Ninguna;10;Medio;Ninguna;Media;Bueno;21;No;No Aplica;Medio Riesgo;0.515145893
SZ2024729;Juan Sofía;González Ramírez;Medicina;Ciencias de la Salud;27;Masculino;2.69;65.62;Virtual;Parcial;30;Medio;Arte;Alta;Bueno;12;Sí;Problemas Económicos;Medio Riesgo;0.551761602
MZ2024730;Lucía María;Gómez Flores;Derecho;Ciencias Jurídicas;18;Femenino;4.89;55.17;Mixta;Ninguna;30;Medio;Ninguna;Baja;Malo;18;Sí;Trabajo;Medio Riesgo;0.549755393
CZ2024731;Juan Carlos;González González;Enfermería;Ciencias de la Salud;28;Femenino;4.47;85.94;Virtual;Ninguna;30;Medio;Arte;Baja;Bueno;18;No;No Aplica;Medio Riesgo;0.459513836
LZ2024732;Sofía Luis;Díaz González;Enfermería;Ciencias de la Salud;29;Masculino;2.09;87.66;Virtual;Ninguna;40;Alto;Club Académico;Baja;Regular;18;No;No Aplica;Medio Riesgo;0.428043518
LZ2024733;Sofía Luis;Díaz Martínez;Ingeniería de Sistemas;Ingeniería;22;Femenino;3.13;68.15;Virtual;Parcial;10;Bajo;Voluntariado;Media;Malo;21;No;No Aplica;Medio Riesgo;0.53631389
LZ2024734;Carlos Luis;Hernández González;Psicología;Humanidades;22;Otro;2.59;95.39;Presencial;Parcial;0;Medio;Ninguna;Alta;Regular;18;Sí;Problemas de Salud;Bajo Riesgo;0.39761869
LZ2024735;María Laura;Rodríguez Rodríguez;Enfermería;Ciencias de la Salud;20;Masculino;3.94;71.24;Virtual;Completa;10;Bajo;Deporte;Alta;Malo;12;No;No Aplica;Medio Riesgo;0.47630693
AZ2024736;Pedro Ana;Pérez Ramírez;Enfermería;Ciencias de la Salud;27;Masculino;3.98;62.32;Virtual;Ninguna;0;Alto;Voluntariado;Media;Malo;18;No;No Aplica;Medio Riesgo;0.504478508
PZ2024737;Lucía Pedro;Díaz Flores;Biología;Ciencias de la Salud;28;Otro;3.58;98.06;Mixta;Ninguna;20;Medio;Ninguna;Media;Malo;12;No;No Aplica;Medio Riesgo;0.434803534
DZ2024738;Laura Diego;Hernández Gómez;Administración de Empresas;Ciencias Económicas;17;Femenino;4.53;50.8;Mixta;Ninguna;10;Medio;Deporte;Baja;Regular;18;No;No Aplica;Medio Riesgo;0.524655397
LS2024739;Valeria Laura;Flores Pérez;Contabilidad;Ciencias Económicas;18;Masculino;3.73;90.43;Mixta;Parcial;40;Medio;Arte;Alta;Bueno;18;No;No Aplica;Medio Riesgo;0.507066581
LZ2024740;Jorge Lucía;Díaz Ramírez;Arquitectura;Artes y Diseño;18;Otro;3.01;94.21;Virtual;Beca académica;30;Alto;Ninguna;Baja;Bueno;18;No;No Aplica;Medio Riesgo;0.5105613
JZ2024741;Laura Juan;Hernández Flores;Derecho;Ciencias Jurídicas;17;Femenino;2.24;53.55;Presencial;Parcial;30;Alto;Ninguna;Baja;Malo;21;Sí;Problemas de Salud;Medio Riesgo;0.616053551
LZ2024742;Sofía Luis;Hernández Pérez;Biología;Ciencias de la Salud;28;Femenino;2.42;59.38;Mixta;Parcial;40;Medio;Arte;Alta;Bueno;15;Sí;Trabajo;Medio Riesgo;0.591878207
PZ2024743;Sofía Pedro;González Pérez;Economía;Ciencias Económicas;23;Otro;4.99;68.6;Mixta;Parcial;30;Bajo;Deporte;Alta;Regular;12;Sí;Carga Académica;Medio Riesgo;0.424486148
MZ2024744;Luis María;Martínez Hernández;Psicología;Humanidades;29;Masculino;3.17;71.17;Presencial;Parcial;0;Medio;Deporte;Alta;Bueno;18;No;No Aplica;Medio Riesgo;0.510247138
